partition,base_seed,family,case_id,geometry_digest,basis_names,basis_rank,dropped_names,raw_norm_damping,raw_norm_warm_residual,raw_norm_normal_damping,raw_norm_normal_warm_residual,orthonormality_defect,coefficient_radius,measurement_coefficient_norm,measurement_coefficient_clipped,measurement_target_residual_ratio,adjoint_coefficient_norm,adjoint_coefficient_clipped,adjoint_target_residual_ratio,actual_setup_forward_calls,actual_setup_adjoint_calls,basis_uses_truth
development,2113,smooth_no_interface,317fb817e8498cce9453,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,damping|warm_residual|normal_damping|normal_warm_residual,4,,1.9083995975960788,0.05799021482269862,7.49532787694145,0.1000519057087138,3.3306690738754696e-16,0.2319608592907945,0.2319608592907945,True,0.8723708879763278,0.23196085929079446,True,0.8342816848360199,2,2,False
development,2113,single_interface,a19120623d9d018341fe,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,damping|warm_residual|normal_damping|normal_warm_residual,4,,2.0078110947183907,0.31611610558355663,6.520749184325521,0.7408212547682087,4.440892098500626e-16,1.0039055473591953,1.0039055473591956,True,0.7629216441547406,1.0039055473591953,True,0.7236443626696998,2,2,False
development,2129,smooth_no_interface,2fbb12616f11afd7c91c,36bb2dcd6e5ff7a557ec387d9309886e32773f9207abe2c4e7d3cbdf6196b6f2,damping|warm_residual|normal_damping|normal_warm_residual,4,,1.9258434589068498,0.06265750374678092,6.870922389005318,0.12235830423105669,2.220446049250313e-16,0.2506300149871237,0.2506300149871237,True,0.8477187370902151,0.2506300149871237,True,0.83249429204099,2,2,False
development,2129,single_interface,244e6ac3deb3e11e693a,36bb2dcd6e5ff7a557ec387d9309886e32773f9207abe2c4e7d3cbdf6196b6f2,damping|warm_residual|normal_damping|normal_warm_residual,4,,1.9751059392909254,0.2628745477860612,6.2766264963747,0.6110865323416083,4.440892098500626e-16,0.9875529696454627,0.9875529696454626,True,0.8881071909347732,0.9875529696454627,True,0.8650912691859666,2,2,False
development,2141,smooth_no_interface,9f619eafbf24c823c56e,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,damping|warm_residual|normal_damping|normal_warm_residual,4,,1.9306198032722013,0.06801564340432384,7.509516016968934,0.12400580275639878,4.440892098500626e-16,0.27206257361729536,0.2720625736172953,True,0.8887790367382397,0.27206257361729536,True,0.8604609311246719,2,2,False
development,2141,single_interface,5b5cfa89f87acb09b4ba,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,damping|warm_residual|normal_damping|normal_warm_residual,4,,1.958469258123045,0.15930057242512208,5.7045094909057505,0.2348122098392332,4.440892098500626e-16,0.6372022897004883,0.6372022897004882,True,0.8754833375623291,0.6372022897004883,True,0.8921274696951667,2,2,False
development,2153,smooth_no_interface,c67e153f11105dcd0f2c,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,damping|warm_residual|normal_damping|normal_warm_residual,4,,1.8931752533674169,0.07765088714511721,7.757663307282635,0.120393725018071,2.220446049250313e-16,0.31060354858046885,0.31060354858046874,True,0.8130578591061889,0.31060354858046885,True,0.7674214540895589,2,2,False
development,2153,single_interface,d1f773e0843797aa3ccb,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,damping|warm_residual|normal_damping|normal_warm_residual,4,,1.9701450077044353,0.2826089929061852,6.219102809579186,0.48304127058200025,4.440892098500626e-16,0.9850725038522177,0.9850725038522177,True,0.8630370848840709,0.9850725038522177,True,0.8116941195192552,2,2,False
development,2161,smooth_no_interface,a7807f272a639137f150,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,damping|warm_residual|normal_damping|normal_warm_residual,4,,1.9257026251392964,0.04848112194969323,6.893724778984428,0.10842692672479454,4.440892098500626e-16,0.19392448779877292,0.19392448779877294,True,0.8927465660532096,0.1939244877987729,True,0.8795425231254512,2,2,False
development,2161,single_interface,99689ce39ea56bfb0b6d,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,damping|warm_residual|normal_damping|normal_warm_residual,4,,1.98520071100492,0.20756237710435202,6.2899215237871315,0.43088826068883207,4.440892098500626e-16,0.8302495084174081,0.8302495084174082,True,0.7948857034267667,0.8302495084174081,True,0.7886247982186421,2,2,False
